full_text,tweet_processed,sentimen_label,sentimen
Cegah stunting bangun masa depan Lewat Program MBG anak-anak Indonesia bisa tumbuh sehat kuat dan siap bersaing menuju Indonesia Emas 2045 🇮🇩 #MakanBergiziGratis #CegahStunting #sstvi #Crypto Kenny Austin ifan seventeen flash sale 10x Amanda Manopo #SamsungS25 #vivoV60Lite https://t.co/YUHLzOoy6p,cegah stunting bangun masa depan lewat program mbg anak anak indonesia tumbuh sehat kuat siap saing tuju indonesia emas kenny austin ifan seventeen flash sale x amanda manopo,1,positif
Nah.. MBG buat bapak2.. tp d sisi lain gua bukan bapa2 palingan cuman setengah bapak2 nya https://t.co/Kx18gS49zx,nah mbg buat bapak d sisi gua bukan bapa paling cuman tengah bapak,0,netral
Indonesia Emas dgn MBG https://t.co/LSnF6xgzY4,indonesia emas mbg,1,positif
Menu Makan Bergizi Gratis (MBG) yang benar adalah menu yang beragam seimbang dan aman dengan porsi yang tepat. Bukan hanya tampilan Menu yg dibuat menarik tapi harus mencakup sumber karbohidrat protein hewani dan nabati sayuran buah serta lemak sehat. _ https://t.co/eehdEXakWq,menu makan gizi gratis mbg benar menu agam imbang aman porsi tepat bukan tampil menu buat tarik cakup sumber karbohidrat protein hewani nabati sayur buah lemak sehat,1,positif
Program MBG diharapkan menjadi solusi nyata Indonesia untuk mencegah stunting. Dg pemerataan asupan gizi sejak usia dini langkah ini bukan hanya menjaga kesehatan anak² tp jg membangun pondasi kuat bagi generasi unggul menuju Indonesia Emas yg bebas stunting &amp; berdaya saing. https://t.co/ongvjfydEy,program mbg harap jadi solusi nyata indonesia cegah stunting dg perata asupan gizi sejak usia dini langkah bukan jaga sehat anak bangun pondasi kuat generasi unggul tuju indonesia emas bebas stunting daya saing,1,positif
@tempodotco Jangan sampai dimasukan ke MBG,jangan masuk mbg,0,netral
Masa depan cerah dgn MBG https://t.co/K9TMjY0eiR,masa depan cerah mbg,1,positif
Kemarin adalah hari pertama anak keponakanku dapat giliran MBG gak dimakan dan dibawa pulang. Langsung dikasih sama saya. Pakde ini MBG buat Mpus aja saya takut makannya nanti seperti berita di TV keracunan? Ya udah pakde aja yg makan ya klw keracunan kan sdh tua ,kemarin hari pertama anak keponakan gilir mbg makan bawa pulang langsung kasih sama pakde mbg buat mpus takut makan berita tv racun pakde makan klw racun kan tua,-1,negatif
@PartaiSocmed @03__nakula Sama kek si cenul jd buzzer seskab teddy di Instagram tp sllu serang program MBG program pemerintah di X Buzzer munafik emx,sama si cenul jadi buzzer seskab teddy instagram sllu serang program mbg program perintah x buzzer munafik emx,-1,negatif
@RadioElshinta Dan ternyata 10 ribu lebih siswa keracunan MBG.,nyata ribu lebih siswa racun mbg,-1,negatif
@tempodotco Pret lah. MBG anak gue kmrn dibawa pulang jeruknya kecil dan asem banget. Ada juga menu roti 2000an.,pret mbg anak kmrn bawa pulang jeruk kecil asem banget menu roti an,1,positif
SPPG yang bersih adalah pondasi keberhasilan program MBG. Kita tidak bisa bicara gizi kalau dapur produksinya tidak terjaga sanitasi dan kebersihannya. Mari awasi bersama karena makanan anak sekolah harus bebas dari risiko kontaminasi. https://t.co/AzpHAlu1Hh,sppg bersih pondasi hasil program mbg bicara gizi kalau dapur produksi jaga sanitasi bersih awas sama makan anak sekolah bebas risiko kontaminasi,0,netral
Senyum cerah anak2 adalah ungkapan kegembiraan. Program MBG diharapkan menjadi pelengkap kebahagiaan masa kecil dan menjadi kunci Indonesia dalam mencegah stunting dan meningkatkan kualitas sumber daya manusia menuju Generasi Emas 2045. _ https://t.co/inAxiyYmoU,senyum cerah anak ungkap gembira program mbg harap jadi lengkap bahagia masa kecil jadi kunci indonesia cegah stunting tingkat kualitas sumber daya manusia tuju generasi emas,1,positif
Mana tuh Pejabat yg salahkan kndisi tubuh si anak&amp;tdk trbiasa dg MBG. Mmg menu MBG sejnis menu Hotel? Jkpun Burger/Pizza yg dibrikan itu jg kualitas abal2&amp;Anak2 Rakyat bawah sdh trtempa ktahanan fisiknya. Jdi sjatinya jk mrk kracunan krn mmg menu MBG yg sgt salah bahan2&amp;prosesnya,mana jabat salah kndisi tubuh si anak trbiasa dg mbg mmg menu mbg sejnis menu hotel jkpun burger pizza dibrikan kualitas abal anak rakyat bawah trtempa ktahanan fisik jdi sjatinya mrk kracunan mmg menu mbg sangat salah bahan proses,-1,negatif
@zanatul_91 Komen mengkritisi mbg kena serang buzzer udah gak ngerti lagi https://t.co/A1jGZSSHAk,komen kritisi mbg kena serang buzzer ngerti,-1,negatif
Program Makan Bergizi Gratis (MBG) bukan sekadar pemenuhan gizi tp investasi besar jangka panjang bagi kebangkitan generasi muda. Di bawah Presiden Prabowo MBG menyiapkan generasi sehat cerdas &amp; tangguh menuju Indonesia Emas krn masa depan bangsa dimulai dari gizi yg merata. https://t.co/DPbOFIxYP7,program makan gizi gratis mbg bukan sekadar penuh gizi investasi besar jangka panjang bangkit generasi muda bawah presiden prabowo mbg siap generasi sehat cerdas tangguh tuju indonesia emas masa depan bangsa mulai gizi rata,1,positif
Kalau dikelola dengan hati hasilnya sampai ke banyak hati ️ SPPG Bener nunjukin MBG yang tertata rapi bisa bantu ribuan anak dan ibu di Purworejo dapat gizi terbaik tiap hari! Yuk dukung terus kolaborasi baik ini #SPPGBener #MBG #GiziUntukSemua - Manekin Biarin Purbaya https://t.co/SptRQoAcWt,kalau kelola hati hasil banyak hati sppg benar nunjukin mbg tata rapi bantu ribu anak ibu purworejo gizi baik tiap hari yuk dukung terus kolaborasi baik manekin biarin purbaya,0,netral
@Bambangmulyonoo Kasih jatah MBG biar otaknya cerdas itu orang,kasih jatah mbg biar otak cerdas orang,0,netral
Anak kenyang = otak terang Dengan program MBG sekolah bukan hanya tempat belajar tapi juga tempat anak-anak mendapat energi untuk bermimpi. Mari jaga program ini agar terus berjalan 🇮🇩 https://t.co/A2aHSeuAeT,anak kenyang otak terang program mbg sekolah bukan tempat ajar tempat anak anak dapat energi mimpi jaga program terus jalan,1,positif
Program MBG adlh langkah nyata pemerintah dalam mewujudkan pemerataan gizi dan keadilan sosial di Indonesia. Program ini diharapkan dapat meningkatkan kesehatan mendorong prestasi akademi dengan memberikan makanan sehat setiap pagi bagi anak-anak dari keluarga yang kurang mampu. https://t.co/VGWMR3a7uk,program mbg adlh langkah nyata perintah wujud perata gizi adil sosial indonesia program harap tingkat sehat dorong prestasi akademi beri makan sehat pagi anak anak keluarga kurang mampu,1,positif
Kenapa MBG Penting untuk Masa Depan Anak Sekolah? MBG bukan sekadar program makan gratis. Ini adalah investasi jangka panjang untuk mencetak generasi cerdas dan sehat. Anak yang perutnya kenyang akan: Lebih fokus belajar Jarang sakit &amp; bolos sekolah Tumbuh dengan gizi https://t.co/fneAjywRvd,mbg penting masa depan anak sekolah mbg bukan sekadar program makan gratis investasi jangka panjang cetak generasi cerdas sehat anak perut kenyang lebih fokus ajar jarang sakit bolos sekolah tumbuh gizi,1,positif
@DustinGeinbee mau ditanam padi buat stok MBG.,mau tanam padi buat stok mbg,0,netral
@Michigan409 @multibank_io Bullish on $MBG,bullish on mbg,-1,negatif
@tempodotco di Indo MBG beracun saja masih lanjut,indo mbg racun lanjut,-1,negatif
@Berry_Sooll @multibank_io @KAIO_xyz Bridging real estate and crypto trading makes MBG a powerhouse @multibank_io,bridging real estate and crypto trading makes mbg a powerhouse,0,netral
$MBG token is at the core of MultiBank Group ecosystem s 4 key pillars: &gt; MultiBank TradFi &gt; MEX Exchange &gt; MultiBank io &gt; MultiBank io RWA $MBG is live on MultiBank io Uniswap Gate io MEXC and BingX Buy $MBG: https://t.co/YT8lVjNNO8,mbg token is at the core of multibank group ecosystem s key pillars gt multibank tradfi gt mex exchange gt multibank io gt multibank io rwa mbg is live on multibank io uniswap gate io mexc and bingx buy mbg,0,netral
@luccasmorea @zanatul_91 Plot twist anak lu keracunan MBG ,plot twist anak kamu racun mbg,-1,negatif
Lihat anak anak makan lahap di program MBG rasanya ikut bahagia semoga terus berlanjut #MBG #GiziUntukAnak https://t.co/Ss6RuHwpMG,lihat anak anak makan lahap program mbg rasa ikut bahagia moga terus lanjut,1,positif
gn CT while the whole market is bleeding and every chart s dipped in red $MBG is just chilling holding the line like it knows something we don t hehe backed by MultiBank real TradFi $29B in assets $35B daily volume and a massive $440M buyback and burn program... it s https://t.co/8Ug9NEzo57,gn ct while the whole market is bleeding and every chart s dipped in red mbg is just chilling holding the line like it knows something we don t hehe backed by multibank real tradfi b in assets b daily volume and a massive m buyback and burn program it s,0,netral
@TirtoID MBG adalah ladang KORUPSI berjamaqh..,mbg ladang korupsi berjamaqh,-1,negatif
SPPG Purwerejo Josh gandos.. Tonton gaes videonya yak.. SPPG Purwerejo jadi percontohan sebagai SPPG terbaik untuk di tiru SPPG lainnya.. Semoga ditiru oleh pelaku penerima tender MBG di seluruh Indonesia... investasi besar jangan Tanggung. https://t.co/VyxMeviQSs,sppg purwerejo josh gandos tonton gaes video yak sppg purwerejo jadi contoh sppg baik tiru sppg lain moga tiru laku terima tender mbg seluruh indonesia investasi besar jangan tanggung,-1,negatif
Pemerintah terus berupaya melahirkan generasi bebas stunting lewat Program MBG (Makan Bergizi Gratis). Karena masa depan bangsa dimulai dari piring anak-anak kita. ️ https://t.co/7K016A8oqd,perintah terus upaya lahir generasi bebas stunting lewat program mbg makan gizi gratis masa depan bangsa mulai piring anak anak,0,netral
@AdamVelcro RAKYAT INDONESIA TERUS DIBODOHI PEMERINTAH...DIBUAT TAK PUNYA PILIHAN DIPAKSA TELAN SAJA SEPERTI MBG...,rakyat indonesia terus bodoh perintah buat tak punya pilih paksa telan mbg,-1,negatif
gn gn CT Yoyo whole market is down But I will say buy the dip $KAITO. Because sKAITO believers always win Also my conviction on these projects. @irys_xyz → The first programmable datachain turning data into composable building blocks like smart contracts. Irys TGE is https://t.co/jBv0RP5gda,gn gn ct yoyo whole market is down but i will say buy the dip kaito because skaito believers always win also my conviction on these projects the first programmable datachain turning data into composable building blocks like smart contracts irys tge is,0,netral
@tempodotco Hari-hari kedepan menu MBG pasti ada menu udang.,hari hari depan menu mbg menu udang,1,positif
Sudah Oktober tapi SD Negeri Tabalong belum juga menerima MBG. Anak-anak menunggu haknya untuk dapat gizi yang layak. Mohon perhatian @Kemdikbud_RI dan @KemenkesR https://t.co/WaCSvAD2Qs,oktober sd negeri tabalong terima mbg anak anak tunggu hak gizi layak mohon perhati,0,netral
@jaehyosn @HadiatiTeti Kalian semua buzzer MBG sekeluarga sama anak istri kalian makan MBG yg menyebabkan keracunan itu BERANI !!!!!!!,kalian semua buzzer mbg keluarga sama anak istri kalian makan mbg sebab racun berani,-1,negatif
@kompascom Pihak penyelenggara mbg tak tersentuh hukum Waw emeijing,pihak selenggara mbg tak sentuh hukum waw emeijing,0,netral
mandiri dengan makan bergizi gratis ? kualik wo ,mandiri makan gizi gratis alik wo,0,netral
kenapa ya banyak orang yg ga bisa bedain antara makan BERGIZI gratis sama makan gratis wkwkwk aduh kocak bgt kadang mau mikir buzzer tapi ada orang yg secara sukarela belain pemerintah wkwkkw,banyak orang bedain makan gizi gratis sama makan gratis wkwkwk aduh kocak banget kadang mau mikir buzzer orang sukarela bain perintah wkwkkw,-1,negatif
Hadirnya makan bergizi gratis menunjukkan komitmen kuat untuk meningkatkan kesehatan anak-anak Aceh. Yuk dukung bersama agar setiap anak mendapatkan hak gizi yang layak! #GiziAnakAceh #MakanBergiziGratis #AcehSehat https://t.co/fV1eWpUn4N,hadir makan gizi gratis tunjuk komitmen kuat tingkat sehat anak anak aceh yuk dukung sama anak dapat hak gizi layak,1,positif
Ketika anak-anak mendapatkan makanan bergizi konsentrasi dan kesehatan mereka meningkat. Program makan bergizi gratis menjadi dorongan penting bagi kualitas pendidikan di Aceh #GiziAnakAceh #MakanBergiziGratis #AcehSehat https://t.co/LcwNAyR3pb,anak anak dapat makan gizi konsentrasi sehat tingkat program makan gizi gratis jadi dorong penting kualitas didik aceh,1,positif
Makan bergizi gratis memberi harapan baru untuk memperbaiki status gizi anak-anak Aceh. Menu sehat setiap hari membantu mereka tumbuh optimal dan lebih aktif belajar #GiziAnakAceh #MakanBergiziGratis #AcehSehat https://t.co/Pt1AdBuuBW,makan gizi gratis beri harap baru baik status gizi anak anak aceh menu sehat hari bantu tumbuh optimal lebih aktif ajar,0,netral
Dengan hadirnya makan bergizi gratis anak-anak Aceh kini lebih terlindungi dari risiko kekurangan gizi. Nutrisi lengkap setiap hari adalah pondasi masa depan yang lebih cerah #GiziAnakAceh #MakanBergiziGratis #AcehSehat https://t.co/WAPBA9hDFl,hadir makan gizi gratis anak anak aceh kini lebih lindung risiko kurang gizi nutrisi lengkap hari pondasi masa depan lebih cerah,1,positif
Program makan bergizi gratis menjadi angin segar bagi anak-anak Aceh memastikan mereka mendapat nutrisi yang cukup untuk tumbuh sehat dan cerdas. Langkah sederhana dampaknya besar #GiziAnakAceh #MakanBergiziGratis #AcehSehat https://t.co/Mol27IVgmT,program makan gizi gratis jadi angin segar anak anak aceh pasti dapat nutrisi cukup tumbuh sehat cerdas langkah sederhana dampak besar,1,positif
@Catatan_ali7 ANGGARAN nya Abis Buat MAKAN BERGIZI GRATIS,anggar abis buat makan gizi gratis,0,netral
Program Makan Bergizi Gratis Resmi Hadir di Muara Ciujung Barat https://t.co/hkcUiPINKv,program makan gizi gratis resmi hadir muara ciujung barat,0,netral
Bisa-bisanya saudara yang di Sumatra lagi butuh banyak bantuan malah sewa buzzer buat naikin tagar lanjutin makan (katanya) bergizi (padahal pake uang negara) gratis. Sakit. Rakus. Gada nurani. Semua dikorbankan demi memenuhi perut dan gengsi. Gilanya bukan main,bisa saudara sumatra butuh banyak bantu malah sewa buzzer buat naikin tagar lanjutin makan kata gizi padahal pake uang negara gratis sakit rakus gada nurani semua korban penuh perut gengsi gila bukan main,-1,negatif
Hasil Kajian Sementara Halo Sobat Gizi! Divisi Kajian Isu Kegizian Formazi FKM Unhas mengkaji pelaksanaan program Makan Bergizi Gratis dan SPPG di Kota Makassar. Forum diskusi menghasilkan rekomendasi perbaikan program dari perspektif gizi. Scan QR untuk lihat hasil lengkapnya https://t.co/uraqpXztzY,hasil kaji halo sobat gizi divisi kaji isu gizi formazi fkm unhas kaji laksana program makan gizi gratis sppg kota makassar forum diskusi hasil rekomendasi baik program perspektif gizi scan qr lihat hasil lengkap,0,netral
Banjir besar melanda wilayah Sumatera memaksa sekolah-sekolah tutup dan ribuan keluarga mengungsi. Di tengah situasi darurat ini ratusan dapur Makan Bergizi Gratis (MBG) bergerak cepat menyalurkan ratusan ribu paket makanan ke wilayah yang terisolasi. #detikcom #banjirsumut https://t.co/8cMTdf6bj7,banjir besar landa wilayah sumatera paksa sekolah sekolah tutup ribu keluarga ungsi tengah situasi darurat ratus dapur makan gizi gratis mbg gerak cepat salur ratus ribu paket makan wilayah isolasi,0,netral
SMA Negeri 1 Nabire ikut dapat makan bergizi gratis dan ini bikin happy banget. Senang lihat akses gizi makin merata hingga Papua. Semoga makin banyak sekolah yang ikut biar generasi makin sehat. https://t.co/hP782gdOcD https://t.co/Qo8oFVFXsL,sma negeri nabire ikut makan gizi gratis bikin happy banget senang lihat akses gizi makin rata hingga papua moga makin banyak sekolah ikut biar generasi makin sehat,1,positif
Makin gedek liat program MBG terus-terusan dimanfaatkan. Serius deh kalau tetep namanya Makanan Bergizi Gratis kasihan banget kata GIZI disini kayak ikut terdzolimi sama pejabat yang cuma ngejar keuntungan pribadi. Mending ganti nama aja sekalian.,makin gedek liat program mbg terus terus manfaat serius deh kalau tetep nama makan gizi gratis kasihan banget kata gizi sini kayak ikut terdzolimi sama jabat cuma ngejar untung pribadi mending ganti nama sekali,-1,negatif
Pemerintah mengalokasikan anggaran besar untuk Program Makan Bergizi Gratis hingga Rp 240 triliun di 2026. Ini bukti nyata komitmen mencetak generasi sehat cerdas dan tangguh demi masa depan Indonesia. #MakanBergiziGratis #IndonesiaSehat #GenerasiTangguh https://t.co/P7wx1BEiY5,perintah alokasi anggar besar program makan gizi gratis hingga rp triliun bukti nyata komitmen cetak generasi sehat cerdas tangguh masa depan indonesia,0,netral
Program Makan Bergizi Gratis dapat membantu meningkatkan kemampuan belajar dan konsentrasi anak-anak di sekolah. https://t.co/mss7I25HE1,program makan gizi gratis bantu tingkat mampu ajar konsentrasi anak anak sekolah,0,netral
Bersama kita dukung Program Makan Bergizi Gratis. https://t.co/Jh3JAuW9bO,sama dukung program makan gizi gratis,0,netral
Pemerintah alokasikan anggaran besar hingga Rp240 triliun untuk Program Makan Bergizi Gratis di 2026! Ini bukti nyata komitmen cetak generasi sehat cerdas &amp; tangguh demi masa depan Indonesia. #MakanBergiziGratis #IndonesiaSehat #GenerasiTangguh https://t.co/g1Qj8LcDZS,perintah alokasi anggar besar hingga rp triliun program makan gizi gratis bukti nyata komitmen cetak generasi sehat cerdas tangguh masa depan indonesia,0,netral
Pemerintah mengalokasikan anggaran besar untuk Program Makan Bergizi Gratis hingga Rp 240 triliun di 2026. #MakanBergiziGratis #IndonesiaSehat #GenerasiTangguh https://t.co/nsvTxDLQ6f,perintah alokasi anggar besar program makan gizi gratis hingga rp triliun,0,netral
